Exch,ExchType,Token,LastRate,LastQty,TotalQty,High,Low,OpenRate,PClose,AvgRate,Time,BidQty,BidRate,OffQty,OffRate,TBidQ,TOffQ,TickDt,ChgPcnt
N,C,11536,4046.85,3,388362,4090,4028.3,4090,4082.75,4046.16,15477,6,4046,51,4046.85,76777,80920,/Date(1738903677000)/,-0.8793093
N,C,1594,1906.8,1,1055617,1923.7,1895.95,1919.3,1915.65,1905.65,15477,149,1906.8,444,1907,135970,191635,/Date(1738903677000)/,-0.4619842
N,C,3045,737,2385,11533169,759.9,735.2,759.8,752.25,743.46,15477,6300,736.8,132,737,845113,1764837,/Date(1738903677000)/,-2.02725148
N,C,1333,1757.95,327,3761153,1767,1746.75,1750,1743.85,1756.75,15477,289,1757.95,1639,1758,227832,447984,/Date(1738903677000)/,0.808555841
B,C,500510,3337.55,1,10894,3397.85,3333.3,3397.85,3352.9,3350.14,15477,4,3336.25,26,3338.85,22583,125637,/Date(1738903677000)/,-0.457812667
N,C,5900,1013.2,297,829549,1024.45,1013.1,1019.5,1020.7,1017.84,15477,85,1013.1,171,1013.5,188247,346336,/Date(1738903677000)/,-0.734789848
N,C,5900,1013.1,297,829549,1024.45,1013.1,1019.5,1020.7,1017.84,15477,85,1013.1,171,1013.5,188247,346336,/Date(1738903677000)/,-0.744587064
B,C,500112,737.15,18,536749,761.8,735.1,761.8,752.35,742.84,15477,468,737,26,737.15,158313,1053479,/Date(1738903677000)/,-2.02033639
N,C,11483,3336.7,35,251695,3369.95,3333.25,3367,3352.75,3347.59,15477,11,3336.85,3,3337.65,95891,107539,/Date(1738903677000)/,-0.4787115
N,C,4963,1262.55,286,1193341,1275,1262.4,1272,1272.4,1270.09,15478,50,1262.55,2,1262.85,210381,342997,/Date(1738903678000)/,-0.7741276
N,C,1594,1906.8,9,1055626,1923.7,1895.95,1919.3,1915.65,1905.65,15477,140,1906.8,469,1907,136360,191708,/Date(1738903677000)/,-0.4619842
N,C,3045,737,1495,11534664,759.9,735.2,759.8,752.25,743.46,15478,591,736.85,8,737,838104,1762859,/Date(1738903678000)/,-2.02725148
N,C,1333,1758,133,3761286,1767,1746.75,1750,1743.85,1756.75,15478,401,1757.95,1611,1758,223182,445066,/Date(1738903678000)/,0.811423
N,C,5900,1013.45,416,829965,1024.45,1013.1,1019.5,1020.7,1017.84,15478,177,1013.45,17,1013.95,193307,338422,/Date(1738903678000)/,-0.710296869
N,C,2885,1271.65,4884,2220708,1283.7,1267.5,1276.15,1281.55,1272.69,15478,162,1271.5,634,1271.65,338462,560232,/Date(1738903678000)/,-0.772502065
N,C,11483,3336.75,113,251808,3369.95,3333.25,3367,3352.75,3347.58,15478,15,3336.75,4,3337.65,97488,107854,/Date(1738903678000)/,-0.4772202
B,C,500112,737.15,273,537022,761.8,735.1,761.8,752.35,742.84,15479,635,737.05,86,737.6,163992,1041878,/Date(1738903679000)/,-2.02033639
N,C,11536,4046.85,16,388378,4090,4028.3,4090,4082.75,4046.16,15479,38,4046.15,57,4046.85,77174,81072,/Date(1738903679000)/,-0.8793093
N,C,3045,737.35,3372,11538036,759.9,735.2,759.8,752.25,743.46,15479,135,737.25,45,737.35,845115,1754074,/Date(1738903679000)/,-1.98072457
N,C,1333,1758.4,2646,3763932,1767,1746.75,1750,1743.85,1756.76,15479,4,1758.4,1,1758.65,224813,441908,/Date(1738903679000)/,0.8343607
B,C,532174,1263.05,10,25035,1273.5,1262.75,1272.6,1272.65,1269.19,15479,74,1262.25,14,1263.05,68190,444667,/Date(1738903679000)/,-0.7543315
B,C,500180,1757.55,10,114280,1767.4,1747.5,1750.55,1744.7,1758.03,15479,615,1757.6,9,1758.7,73550,448006,/Date(1738903679000)/,0.7365163
N,C,5900,1013.55,84,830049,1024.45,1013.1,1019.5,1020.7,1017.84,15479,51,1013.6,29,1014,194900,335483,/Date(1738903679000)/,-0.700499654
B,C,500112,737.05,388,537410,761.8,735.1,761.8,752.35,742.84,15479,601,737.05,317,737.6,155500,1049956,/Date(1738903679000)/,-2.033628
N,C,1394,2348.3,38,154467,2381.95,2345.9,2380,2372.7,2354.34,15479,35,2348.25,88,2348.3,82754,83571,/Date(1738903679000)/,-1.0283643
N,C,11483,3337.25,7,251815,3369.95,3333.25,3367,3352.75,3347.58,15480,21,3337.25,16,3337.65,97703,107938,/Date(1738903680000)/,-0.4623071
N,C,4963,1262.85,172,1193513,1275,1262.4,1272,1272.4,1270.08,15480,64,1262.55,2,1262.85,212155,343019,/Date(1738903680000)/,-0.750550151
N,C,1594,1907,517,1056143,1923.7,1895.95,1919.3,1915.65,1905.65,15480,89,1906.8,193,1907,136667,190871,/Date(1738903680000)/,-0.451543868
N,C,11536,4046.85,42,388420,4090,4028.3,4090,4082.75,4046.16,15480,19,4046.2,18,4046.85,77191,80889,/Date(1738903680000)/,-0.8793093
N,C,3045,737,5263,11543299,759.9,735.2,759.8,752.25,743.45,15480,1985,737,274,737.2,840079,1766124,/Date(1738903680000)/,-2.02725148
N,C,1333,1758.45,309,3764241,1767,1746.75,1750,1743.85,1756.76,15480,24,1758.45,104,1758.85,228601,446026,/Date(1738903680000)/,0.837228
N,C,5900,1013.65,90,830139,1024.45,1013.1,1019.5,1020.7,1017.84,15480,50,1013.65,611,1014.05,190600,336883,/Date(1738903680000)/,-0.690702438
B,C,500112,737.55,1,537411,761.8,735.1,761.8,752.35,742.84,15481,648,737,218,737.5,157305,1051453,/Date(1738903681000)/,-1.96716952
B,C,500510,3338.7,4,10898,3397.85,3333.3,3397.85,3352.9,3350.13,15481,30,3336.9,7,3339.5,23842,125855,/Date(1738903681000)/,-0.423513949
N,C,4963,1262.65,33,1193546,1275,1262.4,1272,1272.4,1270.08,15481,45,1262.7,46,1263,212123,340459,/Date(1738903681000)/,-0.7662685
B,C,500112,737,151,537562,761.8,735.1,761.8,752.35,742.83,15481,530,737,290,737.4,163110,1046303,/Date(1738903681000)/,-2.040274
N,C,11483,3337.8,117,251932,3369.95,3333.25,3367,3352.75,3347.58,15482,15,3337.9,11,3338.1,99370,107645,/Date(1738903682000)/,-0.445902616
N,C,2885,1271.6,1007,2221715,1283.7,1267.5,1276.15,1281.55,1272.69,15482,75,1271.5,46,1271.6,337968,560194,/Date(1738903682000)/,-0.7764036
N,C,3045,737,2702,11546001,759.9,735.2,759.8,752.25,743.45,15482,2731,737,111,737.1,850465,1769966,/Date(1738903682000)/,-2.02725148
N,C,1333,1758.6,206,3764447,1767,1746.75,1750,1743.85,1756.76,15482,351,1758.45,1,1758.6,231815,447148,/Date(1738903682000)/,0.8458296
B,C,532174,1262.9,2,25037,1273.5,1262.75,1272.6,1272.65,1269.19,15481,37,1262.3,14,1263.05,69338,444145,/Date(1738903681000)/,-0.766118
B,C,500180,1758.7,1,114281,1767.4,1747.5,1750.55,1744.7,1758.03,15481,215,1757.7,8,1758.7,73753,455266,/Date(1738903681000)/,0.8024302
N,C,5900,1013.65,3,830142,1024.45,1013.1,1019.5,1020.7,1017.84,15482,96,1013.65,607,1013.95,191089,335996,/Date(1738903682000)/,-0.690702438
N,C,4963,1263,6,1193552,1275,1262.4,1272,1272.4,1270.08,15482,16,1262.75,41,1263,215181,340962,/Date(1738903682000)/,-0.738761365
N,C,11483,3338.1,1,251933,3369.95,3333.25,3367,3352.75,3347.58,15482,16,3337.7,26,3338.1,98296,106317,/Date(1738903682000)/,-0.436954767
N,C,2885,1271.65,9032,2230747,1283.7,1267.5,1276.15,1281.55,1272.69,15482,3,1271.6,327,1271.65,341571,557869,/Date(1738903682000)/,-0.772502065
N,C,3045,737,2467,11548468,759.9,735.2,759.8,752.25,743.45,15483,943,737,186,737.1,850666,1770261,/Date(1738903683000)/,-2.02725148
N,C,1333,1758.65,371,3764818,1767,1746.75,1750,1743.85,1756.76,15483,3,1758.65,84,1758.9,229915,447113,/Date(1738903683000)/,0.8486968
B,C,500510,3339.4,2,10900,3397.85,3333.3,3397.85,3352.9,3350.13,15483,21,3337.9,7,3339.4,23276,125730,/Date(1738903683000)/,-0.402636558
B,C,500112,737.35,5,537567,761.8,735.1,761.8,752.35,742.83,15482,67,737.05,410,737.4,161867,1047529,/Date(1738903682000)/,-1.99375284
N,C,5900,1014.2,634,830776,1024.45,1013.1,1019.5,1020.7,1017.84,15483,62,1014.05,2,1014.2,197998,331029,/Date(1738903683000)/,-0.6368179
B,C,500180,1758,25,114306,1767.4,1747.5,1750.55,1744.7,1758.03,15482,131,1758,9,1758.75,71595,453784,/Date(1738903682000)/,0.7623087
N,C,4963,1262.6,587,1194139,1275,1262.4,1272,1272.4,1270.08,15483,3,1262.4,198,1262.85,207608,342806,/Date(1738903683000)/,-0.770198047
N,C,11483,3338.1,35,251968,3369.95,3333.25,3367,3352.75,3347.58,15483,3,3337.7,25,3338.1,97660,107078,/Date(1738903683000)/,-0.436954767
N,C,2885,1271.55,1745,2232492,1283.7,1267.5,1276.15,1281.55,1272.69,15484,500,1271.5,803,1271.65,338232,559084,/Date(1738903684000)/,-0.7803051
N,C,3045,737,2157,11550625,759.9,735.2,759.8,752.25,743.45,15484,1,737.05,422,737.1,850097,1764812,/Date(1738903684000)/,-2.02725148
N,C,1333,1758.25,2974,3767792,1767,1746.75,1750,1743.85,1756.76,15484,22,1758.05,11,1758.25,225467,452722,/Date(1738903684000)/,0.8257591
N,C,5900,1014.05,30,830806,1024.45,1013.1,1019.5,1020.7,1017.84,15484,2,1014.05,71,1014.1,190365,334599,/Date(1738903684000)/,-0.651513636
B,C,500112,737.15,510,538077,761.8,735.1,761.8,752.35,742.83,15484,597,737,462,737.4,155163,1046373,/Date(1738903684000)/,-2.02033639
B,C,532540,4046.75,20,6082,4091.9,4029.55,4060.15,4082.7,4042.48,15483,8,4046.45,1,4048,21799,122363,/Date(1738903683000)/,-0.8805447
B,C,500180,1758.25,1,114307,1767.4,1747.5,1750.55,1744.7,1758.03,15484,10,1757.35,73,1758.25,72382,462263,/Date(1738903684000)/,0.7766378
B,C,500112,737.3,6,538083,761.8,735.1,761.8,752.35,742.83,15484,469,737,82,737.3,154283,1046005,/Date(1738903684000)/,-2.00039864
N,C,4963,1262.2,740,1194879,1275,1262.2,1272,1272.4,1270.08,15485,50,1262.55,13,1262.7,213608,344041,/Date(1738903685000)/,-0.801634669
N,C,4963,1262.7,740,1194879,1275,1262.2,1272,1272.4,1270.08,15485,50,1262.55,13,1262.7,213608,344041,/Date(1738903685000)/,-0.7623389
B,C,500209,1907.45,15,24383,1921,1880.2,1880.2,1915.95,1901.3,15485,125,1907.4,4,1908.1,56989,262319,/Date(1738903685000)/,-0.443644136
N,C,2885,1271.65,279,2232771,1283.7,1267.5,1276.15,1281.55,1272.69,15485,960,1271.5,526,1271.6,338614,560143,/Date(1738903685000)/,-0.772502065
N,C,11483,3339.3,169,252137,3369.95,3333.25,3367,3352.75,3347.57,15485,3,3337.7,19,3339.2,95871,106550,/Date(1738903685000)/,-0.40116325
N,C,3045,737.1,2105,11552730,759.9,735.2,759.8,752.25,743.45,15485,105,737,29,737.1,854129,1765570,/Date(1738903685000)/,-2.013958
N,C,1333,1757.95,1913,3769705,1767,1746.75,1750,1743.85,1756.76,15485,286,1757.9,193,1757.95,221362,447568,/Date(1738903685000)/,0.808555841
N,C,5900,1013.55,14,830820,1024.45,1013.1,1019.5,1020.7,1017.84,15484,19,1013.75,1,1014.05,191105,336088,/Date(1738903684000)/,-0.700499654
N,C,1594,1907.95,1524,1057667,1923.7,1895.95,1919.3,1915.65,1905.65,15485,297,1907.6,656,1908,139009,188728,/Date(1738903685000)/,-0.401952356
B,C,532174,1262.9,10,25047,1273.5,1262.75,1272.6,1272.65,1269.18,15485,13,1262.25,88,1262.85,68979,446476,/Date(1738903685000)/,-0.766118
N,C,1394,2348.3,124,154591,2381.95,2345.9,2380,2372.7,2354.33,15485,102,2348.1,126,2348.3,83973,83425,/Date(1738903685000)/,-1.0283643
N,C,2885,1271.5,100,2232871,1283.7,1267.5,1276.15,1281.55,1272.69,15486,35,1271.5,241,1271.6,335306,560144,/Date(1738903686000)/,-0.7842067
N,C,3045,736.8,2232,11554962,759.9,735.2,759.8,752.25,743.45,15486,10114,736.8,535,737.05,851968,1767562,/Date(1738903686000)/,-2.05383849
N,C,1333,1757.9,287,3769992,1767,1746.75,1750,1743.85,1756.76,15486,328,1757.9,193,1757.95,227526,448641,/Date(1738903686000)/,0.80568856
N,C,5900,1013.6,2,830822,1024.45,1013.1,1019.5,1020.7,1017.84,15486,52,1013.5,161,1014.05,190983,344199,/Date(1738903686000)/,-0.695601046
N,C,4963,1262.55,245,1195124,1275,1262.2,1272,1272.4,1270.07,15486,61,1262.55,3,1262.7,214841,344257,/Date(1738903686000)/,-0.7741276
B,C,500112,737.05,101,538184,761.8,735.1,761.8,752.35,742.83,15486,1,737.05,241,737.4,161652,1047731,/Date(1738903686000)/,-2.033628
B,C,500112,737.4,30,538214,761.8,735.1,761.8,752.35,742.83,15487,68,737.05,142,737.4,157313,1047667,/Date(1738903687000)/,-1.987107
N,C,11483,3339.05,1,252138,3369.95,3333.25,3367,3352.75,3347.57,15486,3,3338.35,16,3339.2,97373,106492,/Date(1738903686000)/,-0.4086198
N,C,2885,1271.5,112,2232983,1283.7,1267.5,1276.15,1281.55,1272.69,15487,34,1271.5,628,1271.6,336266,560393,/Date(1738903687000)/,-0.7842067
N,C,3045,737.05,1765,11556727,759.9,735.2,759.8,752.25,743.45,15487,50,737,6,737.3,854521,1761674,/Date(1738903687000)/,-2.02060485
N,C,1333,1757.35,3397,3773389,1767,1746.75,1750,1743.85,1756.76,15487,77,1757.35,550,1757.7,219314,453442,/Date(1738903687000)/,0.7741491
B,C,532174,1262.85,1,25048,1273.5,1262.75,1272.6,1272.65,1269.18,15487,135,1262.25,87,1262.85,68781,446902,/Date(1738903687000)/,-0.7700468
N,C,5900,1013.8,91,830913,1024.45,1013.1,1019.5,1020.7,1017.83,15487,25,1013.8,11,1014.2,193934,342549,/Date(1738903687000)/,-0.6760067
N,C,11536,4047.9,247,388667,4090,4028.3,4090,4082.75,4046.16,15487,13,4047.1,61,4048,76994,80294,/Date(1738903687000)/,-0.8535913
N,C,4963,1262.9,104,1195228,1275,1262.2,1272,1272.4,1270.07,15487,62,1262.55,98,1262.9,214768,341670,/Date(1738903687000)/,-0.746620536
B,C,500112,737.1,246,538460,761.8,735.1,761.8,752.35,742.82,15487,86,737.1,353,737.45,153612,1048836,/Date(1738903687000)/,-2.026982
N,C,2885,1271.6,2,2232985,1283.7,1267.5,1276.15,1281.55,1272.69,15487,34,1271.5,883,1271.6,336999,560348,/Date(1738903687000)/,-0.7764036
N,C,3045,737.15,2564,11559291,759.9,735.2,759.8,752.25,743.44,15488,88,737,342,737.3,846182,1767756,/Date(1738903688000)/,-2.00731134
N,C,1333,1757.4,596,3773985,1767,1746.75,1750,1743.85,1756.76,15488,593,1757.4,548,1757.65,223109,456856,/Date(1738903688000)/,0.7770164
N,C,5900,1013.75,166,831079,1024.45,1013.1,1019.5,1020.7,1017.83,15488,74,1013.65,28,1014.1,192778,345715,/Date(1738903688000)/,-0.6809053
B,C,500325,1271.25,39,69870,1284.75,1266.45,1266.45,1281.55,1271.68,15488,14,1271.25,80,1271.8,130667,724626,/Date(1738903688000)/,-0.8037143
B,C,532215,1013.95,51,15886,1023,1013.95,1020.55,1020.55,1017.89,15489,50,1013.85,10,1014.1,61517,461322,/Date(1738903689000)/,-0.6467101
N,C,2885,1271.6,5,2232990,1283.7,1267.5,1276.15,1281.55,1272.69,15488,34,1271.5,75,1271.55,336230,560763,/Date(1738903688000)/,-0.7764036
N,C,3045,737.05,2288,11561579,759.9,735.2,759.8,752.25,743.44,15489,3,737,624,737.1,846483,1772593,/Date(1738903689000)/,-2.02060485
N,C,1333,1756.7,2198,3776183,1767,1746.75,1750,1743.85,1756.76,15489,120,1756.45,15,1756.9,205006,458375,/Date(1738903689000)/,0.7368753
B,C,532215,1013.85,10,15896,1023,1013.85,1020.55,1020.55,1017.89,15489,50,1013.7,109,1014.4,59034,462279,/Date(1738903689000)/,-0.656508744
B,C,500112,737.15,112,538572,761.8,735.1,761.8,752.35,742.82,15489,1,737.05,150,737.3,161494,1047686,/Date(1738903689000)/,-2.02033639
N,C,5900,1014,46,831125,1024.45,1013.1,1019.5,1020.7,1017.83,15489,1,1013.65,140,1013.9,188703,348515,/Date(1738903689000)/,-0.656412244
B,C,532540,4049.2,6,6088,4091.9,4029.55,4060.15,4082.7,4042.48,15489,5,4047,42,4049.2,21867,124142,/Date(1738903689000)/,-0.8205354
B,C,500180,1757,4,114311,1767.4,1747.5,1750.55,1744.7,1758.03,15489,131,1755.7,150,1756.8,74885,461190,/Date(1738903689000)/,0.7049923
N,C,4963,1262.9,10,1195238,1275,1262.2,1272,1272.4,1270.07,15489,62,1262.55,138,1262.75,213010,343898,/Date(1738903689000)/,-0.746620536
B,C,500112,737,100,538672,761.8,735.1,761.8,752.35,742.82,15489,843,737,86,737.3,148695,1041509,/Date(1738903689000)/,-2.040274
B,C,500180,1756.8,3,114314,1767.4,1747.5,1750.55,1744.7,1758.03,15489,3,1756.3,37,1757.05,75844,459000,/Date(1738903689000)/,0.69352895
N,C,11483,3338.35,9,252147,3369.95,3333.25,3367,3352.75,3347.57,15489,4,3338,14,3339.2,97713,108004,/Date(1738903689000)/,-0.429498166
N,C,2885,1271.5,60,2233050,1283.7,1267.5,1276.15,1281.55,1272.69,15490,93,1271.5,7,1271.55,337291,561032,/Date(1738903690000)/,-0.7842067
N,C,3045,737.15,508,11562087,759.9,735.2,759.8,752.25,743.44,15490,30,737.05,231,737.15,850628,1767217,/Date(1738903690000)/,-2.00731134
N,C,1333,1756.6,3348,3779531,1767,1746.75,1750,1743.85,1756.76,15490,149,1756.55,84,1757.2,214465,454560,/Date(1738903690000)/,0.7311409
N,C,5900,1014,2,831127,1024.45,1013.1,1019.5,1020.7,1017.83,15490,377,1013.65,43,1014,189270,344254,/Date(1738903690000)/,-0.656412244
B,C,500112,737.35,6,538678,761.8,735.1,761.8,752.35,742.82,15490,977,737,352,737.4,155033,1047172,/Date(1738903690000)/,-1.99375284
N,C,4963,1262.8,40,1195278,1275,1262.2,1272,1272.4,1270.07,15490,55,1262.55,138,1262.8,212709,343642,/Date(1738903690000)/,-0.754479766
N,C,2885,1271.55,2,2233052,1283.7,1267.5,1276.15,1281.55,1272.69,15491,93,1271.5,9,1271.55,337506,560775,/Date(1738903691000)/,-0.7803051
N,C,3045,737.1,1294,11563381,759.9,735.2,759.8,752.25,743.44,15491,265,737,102,737.1,848900,1766059,/Date(1738903691000)/,-2.013958
N,C,1333,1757.1,106,3779637,1767,1746.75,1750,1743.85,1756.76,15491,103,1756.6,54,1757.1,219248,460312,/Date(1738903691000)/,0.7598131
N,C,5900,1013.6,27,831154,1024.45,1013.1,1019.5,1020.7,1017.83,15491,6,1013.5,198,1013.7,191342,351915,/Date(1738903691000)/,-0.695601046
N,C,4963,1262.15,201,1195479,1275,1262.15,1272,1272.4,1270.07,15491,86,1262.1,46,1262.55,211384,346624,/Date(1738903691000)/,-0.805564344
B,C,500112,736.9,919,539597,761.8,735.1,761.8,752.35,742.81,15492,8,736.85,378,737.2,160468,1047505,/Date(1738903692000)/,-2.0535655
N,C,1594,1908,328,1057995,1923.7,1895.95,1919.3,1915.65,1905.66,15488,1,1907.8,438,1908,139836,187864,/Date(1738903688000)/,-0.399342269
N,C,11483,3339.2,5,252152,3369.95,3333.25,3367,3352.75,3347.57,15492,10,3338.1,14,3339.1,96275,108418,/Date(1738903692000)/,-0.404145837
N,C,2885,1271.55,10,2233062,1283.7,1267.5,1276.15,1281.55,1272.69,15492,93,1271.5,51,1271.55,337365,560799,/Date(1738903692000)/,-0.7803051
N,C,1394,2348.2,53,154644,2381.95,2345.9,2380,2372.7,2354.33,15491,1,2348.2,114,2348.3,84035,83434,/Date(1738903691000)/,-1.032579
B,C,500180,1757.05,1,114315,1767.4,1747.5,1750.55,1744.7,1758.03,15492,31,1756.05,36,1757.05,75989,457680,/Date(1738903692000)/,0.7078581
N,C,3045,736.95,2300,11565681,759.9,735.2,759.8,752.25,743.44,15492,1,736.85,195,736.95,843397,1773970,/Date(1738903692000)/,-2.03389835
N,C,1333,1756.6,17,3779654,1767,1746.75,1750,1743.85,1756.76,15492,402,1756.6,550,1756.9,207672,463266,/Date(1738903692000)/,0.7311409
B,C,500209,1907.3,1,24384,1921,1880.2,1880.2,1915.95,1901.3,15492,25,1907.3,77,1908.2,56656,263745,/Date(1738903692000)/,-0.451473147
N,C,5900,1013.2,18,831172,1024.45,1013.1,1019.5,1020.7,1017.83,15492,90,1013.2,202,1013.6,192776,351856,/Date(1738903692000)/,-0.734789848
N,C,4963,1262.1,50,1195529,1275,1262.1,1272,1272.4,1270.07,15493,129,1262.25,34,1262.6,213207,344605,/Date(1738903693000)/,-0.80949384
N,C,4963,1262.25,50,1195529,1275,1262.1,1272,1272.4,1270.07,15493,129,1262.25,34,1262.6,213207,344605,/Date(1738903693000)/,-0.7977052
B,C,500112,737.2,28,539625,761.8,735.1,761.8,752.35,742.81,15493,41,736.8,446,737.2,158106,1049786,/Date(1738903693000)/,-2.01369047
N,C,2885,1271.55,125,2233187,1283.7,1267.5,1276.15,1281.55,1272.69,15493,82,1271.5,709,1271.55,336965,561630,/Date(1738903693000)/,-0.7803051
N,C,3045,736.95,1074,11566755,759.9,735.2,759.8,752.25,743.44,15493,7674,736.8,181,736.95,842605,1773526,/Date(1738903693000)/,-2.03389835
N,C,1333,1756.95,2048,3781702,1767,1746.75,1750,1743.85,1756.76,15493,470,1756.6,74,1756.95,214970,462277,/Date(1738903693000)/,0.7512114
N,C,11536,4049,303,388970,4090,4028.3,4090,4082.75,4046.16,15493,2,4048.05,199,4049,77258,77855,/Date(1738903693000)/,-0.8266487
N,C,5900,1013.4,194,831366,1024.45,1013.1,1019.5,1020.7,1017.83,15493,7,1013.35,46,1013.8,193814,346843,/Date(1738903693000)/,-0.7151954
N,C,4963,1262.6,192,1195721,1275,1262.1,1272,1272.4,1270.07,15493,146,1262.25,17,1262.6,213739,342985,/Date(1738903693000)/,-0.770198047
N,C,11483,3338.1,24,252176,3369.95,3333.25,3367,3352.75,3347.57,15493,2,3338.1,10,3339.1,97639,108433,/Date(1738903693000)/,-0.436954767
B,C,500112,736.7,215,539840,761.8,735.1,761.8,752.35,742.81,15494,72,736.6,483,737.05,156918,1050193,/Date(1738903694000)/,-2.080149
B,C,500696,2349.3,1,10988,2382.95,2345.95,2382.95,2373.5,2354.34,15494,15,2348.5,14,2349.3,29391,178472,/Date(1738903694000)/,-1.01959133
N,C,2885,1271.5,305,2233492,1283.7,1267.5,1276.15,1281.55,1272.69,15494,106,1271.5,1180,1271.55,335356,560848,/Date(1738903694000)/,-0.7842067
N,C,1333,1756.6,1341,3783043,1767,1746.75,1750,1743.85,1756.76,15494,529,1756.6,550,1756.95,217022,462149,/Date(1738903694000)/,0.7311409
N,C,3045,736.75,8911,11575666,759.9,735.2,759.8,752.25,743.43,15495,2291,736.6,32,736.75,834740,1778153,/Date(1738903695000)/,-2.06048536
N,C,5900,1013.9,6,831372,1024.45,1013.1,1019.5,1020.7,1017.83,15494,1,1013.35,73,1013.7,191649,349639,/Date(1738903694000)/,-0.666209459
N,C,4963,1262.7,181,1195902,1275,1262.1,1272,1272.4,1270.07,15495,25,1262.55,118,1262.7,215833,343757,/Date(1738903695000)/,-0.7623389
N,C,11483,3339,1,252177,3369.95,3333.25,3367,3352.75,3347.57,15495,2,3338.1,13,3338.95,97833,108420,/Date(1738903695000)/,-0.4101111
N,C,2885,1271.55,5061,2238553,1283.7,1267.5,1276.15,1281.55,1272.69,15495,54,1271.5,236,1271.55,334372,561475,/Date(1738903695000)/,-0.7803051
N,C,3045,736.5,6403,11582069,759.9,735.2,759.8,752.25,743.43,15496,10168,736.5,37,736.6,827734,1778716,/Date(1738903696000)/,-2.09371877
N,C,1333,1756.95,15,3783058,1767,1746.75,1750,1743.85,1756.76,15495,20,1756.65,535,1756.95,216853,463068,/Date(1738903695000)/,0.7512114
B,C,500112,736.5,250,540090,761.8,735.1,761.8,752.35,742.81,15495,404,736.5,86,736.8,161817,1053120,/Date(1738903695000)/,-2.10673237
N,C,4963,1262.55,25,1195927,1275,1262.1,1272,1272.4,1270.07,15495,41,1262.2,226,1262.55,212908,344231,/Date(1738903695000)/,-0.7741276
B,C,500112,736.85,5,540095,761.8,735.1,761.8,752.35,742.81,15496,820,736.5,430,736.9,158746,1045835,/Date(1738903696000)/,-2.06021118
N,C,3045,736.55,8769,11590838,759.9,735.2,759.8,752.25,743.43,15497,9400,736.5,78,736.55,832292,1774131,/Date(1738903697000)/,-2.08707213
N,C,1333,1756.75,1958,3785016,1767,1746.75,1750,1743.85,1756.76,15496,19,1756.75,1,1757.2,219108,459285,/Date(1738903696000)/,0.7397425
N,C,5900,1013.75,34,831406,1024.45,1013.1,1019.5,1020.7,1017.83,15496,493,1013.35,2,1013.8,193320,348144,/Date(1738903696000)/,-0.6809053
B,C,500325,1271.05,97,69967,1284.75,1266.45,1266.45,1281.55,1271.68,15497,3,1271.05,66,1271.65,129118,731785,/Date(1738903697000)/,-0.8193203
N,C,4963,1262.2,1,1195928,1275,1262.1,1272,1272.4,1270.07,15497,9,1262.2,226,1262.55,213030,344383,/Date(1738903697000)/,-0.801634669
N,C,2885,1271.4,758,2239311,1283.7,1267.5,1276.15,1281.55,1272.69,15496,18,1271.35,119,1271.4,336357,560886,/Date(1738903696000)/,-0.792009652
N,C,3045,736.7,5451,11596289,759.9,735.2,759.8,752.25,743.42,15498,5825,736.5,315,736.7,828343,1768451,/Date(1738903698000)/,-2.067132
